问题,回答,所属分类
【阿里巴巴】前端岗-春招上岸面经贴,"offer: 蘑菇街，阿里
三面简历被锁：腾讯
一面挂：华为
笔试明确通过：360，pdd，广联达（都是5月才通知的，这三家就试试pdd）
笔试结果未知：cvte，微众，快手，美团
笔试挂：招商银行卡信用中心，某东，某跳不动做了第一题然后有事就溜了
简历挂：某AI独角兽
还有很多家内推完没反应的
春招一定要提前准备，简历要写好，然后要么比赛多，要么项目多，我的简历可以说是三无简历了，所以面试机会特别少
我三月份被腾讯csig捞起来（其实是去年投的寒假实习，还有HR来宣传，结果没影），然后就凉凉了，第一次笔试和面试都给了鹅厂，发挥都不好/(ㄒoㄒ)/。
1.react hooks 是为了解决什么
2.jsonp
3.跨域
4.rem
5.flex
6.闭包
7.async await
8.async 经过 babel 处理后的代码看过吗
9.React 性能优化
10.说一说 React
11.正则贪婪和非贪婪匹配
就本次面试而言，有哪方面欠缺或者说需要提升的
针对 react hooks 那个问题说需要了解技术出现的原因，或者说为了解决什么
第一次视频面，emmm
期间有做两道 JS 相关的题
1.平时怎么学习的？
2.HTML CSS JS 官方文档在哪…
3.看过哪些书
4.xss csrf
5.函数节流防抖
6.一道 this 指向题，一道原型链题
7.React setState
8.React componentWillMount 做 setState 会干嘛
9.性能优化
10.懒加载怎么实现的
11.跨域，问的比较细
12.React 同构
13.Redux connect 做了什么
14.Redux 怎么做到每个组件可以访问的 store 的
15.React Router
16.了解哪些后端语言，搭过服务吗
17.Http 2.0
18.了解 PWA 吗？（看过相关的文章），答：不了解（不然就是坑）
19.有做过移动端项目吗
20.项目场景，技术方案
21.CET-6 是没考还是没考过，尴尬
团队技术栈和技术方向？
就本次面试而言，有哪方面欠缺或者说需要提升的
看没有笔试，面之前给了两道简单的题目，在线 coding
期间还突然挂了一次，赶紧打回去 ?
1.项目相关
2.移动端开发了解吗
3.能不能分享下您平时学习的方法…
傻了，居然问大佬这样的问题，当然大佬的回答也令人尴尬，我目前的学习跟你是不一样的（大概是这么个意思），总的来说应届生注重基础就行了
面完以为凉凉系列
当时在图书馆复习 ?，手机还 7%的电，突然来电话。赶紧接了让面试官等一分钟，拿个充电宝先
1.项目相关
2.怎么学习的
3.有没有其他 offer
4.为什么要来阿里
5.根据申请那写的理由问了点东西，尴尬死了！（之前面的蚂蚁）
建议
熟读一本经典书籍三遍，每天看，做笔记
做一个涉及前后端的项目
好尴尬，其实有做过（用的腾讯云，docker），但是怕被问死…简历没写
前端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】前端岗-阿里妈妈一面 ~ 五面,"闭包 原型链 怎么理解
内置类型有哪些 引用类型呢？
null和undefined的区别
怎么分辨内置类型
typeof instanceof的区别
三等和两等的区别
什么情况在类型转换后会变成false
NaN和NaN三等吗
如果访问了没定义的变量 会怎样
变量提升的流程
promise generato r async await等出现的原因
promise的缺点
如果前端做了防xss攻击的正则过滤尖括号 你是黑客 如何绕过攻击
一个div 从左移动到右 有什么实现方法
不改变dom结构的情况下 怎么实现一张图片的水中倒影（就是一张图加上它的水中倒影同时出现在页面 但是不能用dom增加元素）
跨域用过什么
游戏遇到过什么问题（项目相关）
你们用了canvas 你知道canvas攻击吗
ws和http区别
ws对服务器造成的影响大吗 （项目相关）
一个input框 和一个object对象 怎么实现双向绑定（input变了object变 object变了input变）
如果你可以修改w3c标准 你最想改什么
（没写完一面面经就接到了二面电话）
聊了很久很久项目
原型和原型链
给了个例子o~a~b~c 要求我描述查找过程
（接上一问）如果查找某个属性 o上有 但是是undefined 会再往上找嘛？ 如果给o的某个属性赋值 abc上的该属性会变吗
当我看到两等（==）的时候，我会想到什么？
怎么判断对象相等
毕设 背景 进度 应用场景等等等
简历里写的三个项目都问了 对使用的技术问的挺详细的 还很在意每个项目的开发人数 前端开发人员的人数什么的
你了解别的语言转换为js的编译过程吗？
5g对前端的影响
es5 es6 es7的变革
async await 讲一下
是否在项目中使用过async await 描述一下
然后沉默了一会 说稍等 看看我前面面试的情况 看过之后说前面已经问了我很多问题了 那就这样吧
怎么接触到前端的 学习路程
聊项目 25min左右
技术难点什么的
聊了我对小程序的感受
现在小程序很多 如果要我同时开发各个app的小程序 我会怎么做
对web 小程序 安卓 ios等前端的理解什么的
对前端未来发展趋势的看法
如果现在的我来接手一个新项目 跟以前相比我会注意什么
看我三年前（大三）面过阿里 有记录…… 我这三年 有什么变化
问项目（挺细的…… 瑟瑟发抖）
然后问有没有线上的 报网址 他要进去看看
对商业化产品有没有什么了解（说阿里妈妈有挺多商业化的开发balabala）
有没有实习过
在老师的公司都干嘛
三年前的面试有被打击到吗（16年三月有个已回绝的面试记录）
4.26 收到意向书
前端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】前端岗-四轮实习凉经,"自我介绍
介绍到项目
项目的改版怎么做
用了几个component
你觉得难的部分
难的部分怎么实现
socket.io是用了什么协议
websocket在哪一层
websocket是基于tcp连接的吗
聊天消息框用了哪个antd-mobile的组件
有没想过怎么重新封装antd-mobile的组件
说一下学习路线
学过html5吧说一下离线缓存
离线缓存是存在哪里
localstorage a.com和b.com能共享吗a.baidu.com和b.baidu.com呢
一道题目：abcdefg怎么返回efg，几种实现
一道题目：ul标签里有五个li标签，把第五个li标签移到第一个li标签和第二个li标签中间，怎么做
http 307？301？302？有什么区别？
英语口语怎么样
自我介绍
学校情况
px、em、rem区别
rem什么时候适用
this
apply、call区别
项目相关
性格态度学习方法相关
跨域方式
其他不记得
为什么做前端
怎么学前端
做项目的目的
未来学习规划
我提到源码，被问了些源码
有没有导师实习项目什么的
其他不记得
为什么不考研
考研和前端冲突吗
为什么做前端
哪些让你感到成就感
http短连接长连接好处弊端
websocket 和 http比较
服务器最大tcp连接数
io设计模式 同步异步io  poll/epoll io
学的哪门课比较好
堆
树有哪几种
平衡二叉树
平衡二叉树好处坏处
平衡二叉树时间复杂度
时间复杂度为什么是这个
最近学什么
webpack pulgin loader写过吗
偏函数有哪些应用，说一下怎么实现
面了哪些公司
杭州实习家人反对吗
前端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】前端岗-收意向了！！！分享一波面筋,"怎么保持登陆状态
token的含义
md5加密如何实现
单线程与多线程应用各自的优劣
说一下对webpack的了解
说一下原生ajax发送请求的过程
说一下对前端安全防御的了解
当执行await语句时，线程，cpu，内存都发生了什么。
说一下flex实现居中
说一下栅格布局如何实现
说一下同步和异步，阻塞和非阻塞的区别
同步一定是阻塞的吗？
说一下css中的px，em和rem
说一下node和java各自的适用场景
了解服务端渲染吗？
spa应用的缺点
介绍项目
问项目开发中的困难
说一下如何克服的
问promise等es6的一些东西
问flex布局如何实现三等分
问vue相关
vue过渡动画实现原理（FLIP）
其他有点记不得了，，，（里面试有点久了）
交叉面 25分钟
介绍项目
vue生命周期，
父子兄弟组件通信
webpack build原理
项目目录配置
优化等
大概记得这些
hr面 15分钟
前端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】前端岗-凉凉的天猫面筋,"电话面试，忘记录音了，面试官的问题也比较零散，我尽可能还原
自我介绍（学习技术角度）
http1 2
性能优化
Html5
Css3动画
移动端
Js函数async await
script标签属性
百度视频实习 fis相关 fis性能优化是怎么做的
版本管理工具
模块化amd cmd commonJS
项目难点
学习方法（这里被吐槽百度的员工竟然喜欢用google，我要声明我对我公司还是爱的深沉的?）
css盒模型
html,css,js关系
es6 变量声明 与es5有什么区别，如果直接用一个变量a，相当于用什么声明（var）
promise，generator
自己用过什么跨域方法
bind, apply, call异同
Vue react区别
Vue生命周期
大概这些，想起来再补充，总结一下，这位面试官问问题是比较宽泛，直接甩出个概念让你自己答，可能想看看你对这个知识点的一个体系和逻辑掌握的如何，我答的可能都稍微偏浅了，这个也是今后要注意和加强的，不能局限于问啥答啥呀！
最后面试官让我问他问题
（插个笑话）
最后的最后，面试官问我对他的评价：
我当时有点紧张，来了一句”我感觉您很和蔼”，说完下一秒我就后悔了
面试官说：我虽然年龄不太小，但能不能别用和蔼这个词啊 ?
上午接到电话，约下午的电话面..
自我介绍
印象比较深的项目 难题
实习都做了什么
浏览器渲染
z-index 一定是数越大层级越在上面吗
JavaScript和ECMA关系
Ajax和jsonp关系 原生js实现ajax ajax能否跨域
定时器setTimeout setInterval requestAnimationFrame   区别 哪个更好 用setTimeout去实现setInterval有什么缺陷
了解哪些前端新技术
有没有写过文章发表在技术平台
有没有做过技术分享之类
项目或实习中遇到跟别人想法、设计思路冲突是怎么解决的
总体来说每个问题会问的比一面更深一些，感觉一开始答的就不是很流畅，自己往坑里跳，导致后面有些慌了，感觉应该是凉凉了?
前端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】前端岗-脑子一热投实习完结撒花~,"在3月19日脑子一热就投递了阿里的前端实习岗，直接走了网申，不知道自己哪里来的勇气hiahiahia。4月30日收到录用邮件，我的春招正式结束

这一轮视频面是在笔试之前的（不知道大家是不是都这样），面试官是一个和蔼可亲的大哥/叔叔
这一轮面试重点考查了一些计算机基础知识，并没有涉及什么前端的东西：
这一轮视频面就很紧张，紧张到没有记住面试官的花名，，，
然后通过这段代码引申出了一些别的问题
let和var和const，回答的时候提到了块级作用域
箭头函数，箭头函数和普通函数的区别（语法和this指向）
…args是什么（我顺便回答了和arguments的区别）
闭包
为什么timer声明的时候没有初始化为0或者null（undefined会在if时类型转化成false，然后解释了可以转化成false的各种情况）
call和apply的区别
本来想让我再写一个throttle（节流函数，平时确实没有关注过英文名hiahiahia）
介绍一下vue（提到了mvvm）
vue的原理（数据劫持，发布订阅模式/监听者模式）
大致就是这些
这一轮视频面心态不错，面试官好像有点累了，，咳咳咳
还有一些别的问题，记不清了，，，
结束的时候问了一下钉钉的技术栈
这一轮是电话面是交叉面，北京来的电话，不太清楚部门
我在得知面试的部门是钉钉之后就下载体验了钉钉，没想到35日HR小姐姐直接加了我钉钉，然后告知我通过了上一轮面试，26日由另一位大姐姐进行HR面
然后下午又通知我HR临时有事，由另外一位HR面试我（果然还是没能改变所有面试官都是小哥哥/大哥哥/小叔叔的命运）
26日16:00直接在手机钉钉上视频了（钉钉确实挺好用诶嘿嘿）
短信，邮件，钉钉都通知到啦
上官网确认一下，撒花～
可能很多人的春招已经结束了，但是仍然希望这篇面经可以帮助到大家～
前端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】前端岗-校招实习六轮面,"问了不到10个问题，然后就聊人生聊理想
主要问了vue
 vue模块化
vue双向数据绑定
对MVVM的理解
会不会react
前端存储方案（深）
http2
前端页面怎么优化（一个10亿的访问量）（深）
webpack怎么配置
如果有一个烂摊子，你怎么处理
怎么管理前端团队
后面半个小时聊天
评价挺高，双方友好再见，互留电话
问了一个技术问题 304跳转(面试官说我答得特别好)
其他都在问项目经验分析问题和解决问题的能力，还有团队管理
评价挺高，双方友好再见，互留微信
浏览器缓存机制
安卓端扫描pc端实现扫码登录（长轮询、短轮询、websocket）
移动端页面适配问题
ES6/ES7
性能优化
解决异步回调各种实现方案
cors跨域解决方案
微信小程序好用的地方，和原理
mvvm缺点
评价挺高，双方友好再见，互留微信
直播敲代码的那种（邀请视频，我说不方便拒绝了，然后是邮件发过去的）
题目：
一个黑匣子里面有9个乱序的球，红黄蓝各三个，现在提供两个函数getcolor(i), swap(i,j) 让黑匣子里面的球按照红黄蓝红黄蓝红黄蓝这样的顺序排序
getcolor(i) 可以获取第i个球的颜色
swap(i,j) 可以交换第i个和第j个球的顺序
要求时间复杂度On 空间复杂度O1
黑匣子里面的球的顺序和颜色是看不到的
上面是9个球，现在要实现n个球排序
40min之内做出来，然后邮件发给他
后来我做出来了，他说我思路是对的，但是中间还有点小问题，说他这关没有什么问题了
自我介绍
前端优化方案（深）
移动端点透事件
前端高并发测试方案
团队管理方案
自我介绍
介绍原因团队
什么时候能入职
能不能接受工作地点是杭州
前端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】前端岗-蚂蚁金服实习,"4 月 9 号投了阿里的 Web 前端实习生岗位，走的内推，发条面经攒攒 RP qwq。
4 月 11 日收到一面邀请，是一个声音很好听人也很 nice 的前端小哥哥，约在晚上七点半。持续了大概 40 分钟。
整个面试过程有 20 分钟基本都在问实习经历和项目经历，然后期间你说到哪个值得提问的点就会问什么，大概的问题有这些：
你更愿意聊聊你的实习经历还是项目？（我说更愿意聊项目，然后就开始问项目了）
HTTPS 是啥？和 HTTP 的区别是啥？（项目里是全站点 HTTPS 加密的）
你技术选型的时候为什么会选择 Angular？为什么后端不用 Node.JS？为什么选择 MySQL 作为数据库？（项目用的 Angular + ASP.NET Core）
浏览器从拿到 HTML 文档开始到页面展示会发生什么？
项目中遇到的最大的困难是什么？（我说的是一个 ASP.NET Core 的隐藏 API，查了官方文档、Google、StackOverflow 都没有）怎么解决的？（去 GitHub 翻源码）
接下来就是 JS 基础，只问了一个问题：
给一个 button 绑定了 click 事件，从用户按下鼠标到回调函数被调用期间发生了什么？（答的不是很好，大概说了下捕获到冒泡什么的，不确定是不是面试官想要的答案）
然后是一道智力题，题目和答案都可以看这里。
一面之后城市变灰，以为自己凉凉…然后 4 月 21 日收到二面电话…
4 月 21 日的中午（是的没错，是礼拜天），收到了 0571 的电话，问我现在能不能面试…然鹅我还在床上神志不清…然后约了当天晚上 9 点（是的没错，礼拜天晚上 9 点…）。
二面的面试管不是写前端的，所以一共就面了 20 分钟，问的问题也很少：
你的专业是个啥？（我是非科班出身所以问了一嘴…）
那你有自学计算机基础课吗？数据结构和算法了解吗？计算机网络有学过吗？
项目项目还是项目，项目的收获、难点之类的
实习实习还是实习，实习的工作内容、收获
算法题：LeetCode #703，其间穿插着问了这些：
堆排序、快排、归并、插入的时间复杂度和实现原理
堆排序对这道题有什么帮助吗？
快排对这道题有什么帮助吗？用快排的话能把时间复杂度优化到多少？
然后面试官给我面试的时候钉钉一直在响…而且能听到键盘噼里啪啦的声音…这个老哥估计也是加班加到无语了。
因为我是非科班，所以回答的极不流畅，估计自己凉凉…然后就收到了 HR 的电话…
4 月 28 号接到了 HR 的电话，是一个声音超好听的小姐姐，告诉我技术面试已经通过了，这是终面（wtf 技术面就两面？）。
然后就是 HR 的疯狂套路时间：
为什么会喜欢前端？
你一个二本本科的文科专业学生，拿什么和 985、211 的硕士博士竞争这个岗位？（听到这我又双叒叕觉得自己凉凉了）
你的学习路径是啥？
你的优势和不足有啥？
你是怎么自学计算机基础课程的？
期望实习地点？到岗时间？
HR 面我答的也很不好…疯狂地往 HR 挖的坑里跳。
主要是前期一直在刷技术题，根本没有去看 HR 面的技巧…
HR 告诉我反正 5 月初就能出结果，静静等待吧。
祝各位（and me）都好运！
前端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】前端岗-阿里云社招,"社招一年前端
三面过，等hr
感觉是因为紧急缺人，所以技术面试比较简单
前端小哥哥，应该是组内同事
盒模型
flex
cdn
http状态码
vue源码
请求头
package.json的内容
^啥意思
package.lock.json的意思
我猜是个后端，因为前端面的比较简单
如何写一个组件
为什么组内决定不用react而是vue
es5和es6的区别
有点忘了，反正比较简单
笔试
可能是个资深leader，或者职位比较高之类
让我自己做题目，有问题打字告诉他，然后可能忙去了
1.写一个react组件
模糊搜索框
表格
分页
loading
2.遍历一个未知节点未知深度的树（对象）
排序[32,34,5,6]排成最大的int类型数据653432
3.三种垂直居中样式
前端开发岗
阿里巴巴面试

ㅤ普通",
【阿里巴巴】前端岗-Get蚂蚁offer,"双非本科狗，我可能比较幸运吧。当时正在另一家公司实习。学长一直催着我投简历，然后连夜重新写了简历。感谢学长的内推和鼓励。一共两面技术面，一面hr面。一面交叉面。昨天晚上在牛客网上看到有人分享了一个蚂蚁offer等待群，让加进去不到10分钟，就有人说自己拿到offer了。然后立马了收到了短信和邮件。
祝愿还没有拿到offer的同学们加油啊，一起杭州泡脚。
下边是我的部分面试经历。
1.常见排序，冒泡，选择，快排，插入。
2.堆，栈的区别
3.链表有哪几种。单链表和双链表的区别。
4.深度优点搜索和广度优先搜索
5.面试题
6.js原型，为什么要使用constructer.
7.定时器的设定和清除
8.大整数相减。
9.自定义添加，删除，执行事件。
10.css的position属性
11.浮动，清除浮动
12.bfc的原理和应用
13.vue生命周期
14.vue和react的相同点和不同点
15.是否阅读过源码，说说收获。
16.问公司项目，可视化大屏用到的技术。
17.echarts用过什么组件
18.项目中遇到过什么问题，怎么解决的。
19.http状态码表示的意义
20.前端缓存策略
21.svg和canvas的区别
22.canvas怎么设置事件
23.在公司最大的收获。
24.你有什么问题问我吗？
25.闭包是什么？怎么去解决内存泄露问题
26.可视化还可以做什么？
1.讲讲你的经历
2.你实习的部门在做什么，你在部门中的作用是什么。
3.为什么使用jtopo。项目中为什么要使用拓扑图
4.DOCTYPE有什么作用，你是怎么知道的
5.你在校做的自己觉得最好的一个项目是什么
6.如果数据库中的数据量很大，需要呈现在页面上。你会怎么做。
7.你实习都遇到了什么问题，怎么解决的。
8.闭包是什么，哪里可以使用到。
9.讲一讲http协议
前端开发岗
阿里巴巴面试

ㅤ普通",
美团前端岗开发面经汇总,"本系列将提供美团前端岗位历年面经，所有面经都有候选人面试之后根据回忆整理而出，大家可以通过面经来复习以及看看美团面试难度。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 【美团】前端岗-两轮面试+hr面(已意向)
1. 【美团】前端岗-两轮面试+hr面(已意向)
2. 【美团】前端岗-到店餐饮部门二面面经
2. 【美团】前端岗-到店餐饮部门二面面经
3. 【美团】前端岗-金融部门实习
3. 【美团】前端岗-金融部门实习
4. 【美团】前端岗-优选一二面，校招
4. 【美团】前端岗-优选一二面，校招
5. 【美团】前端岗-点评一二三面凉经
5. 【美团】前端岗-点评一二三面凉经
前端开发岗
美团面试

ㅤ普通",
【美团】前端岗-两轮面试+hr面(已意向),"1.JS如何写入cookie的？httponly是干嘛的？为什么会有这种诉求呢
2.除了CDN的加速效果，浏览器有木有其他的加速效果呀？
3.JS文件的加载是同步还是异步的？
4.Vue3相比于Vue2最大的提升是什么呀？Vue3现阶段使用你觉得有什么问题？
5.使用mixin有什么问题？
6.TS中的partial是做什么的呀？
7.如何判断一个变量是不是数组？
8.加入为一个div中所有的span标签绑定事件，诉求：希望在绑定事件之后可以动态添加一些span，让后面添加的span也能够响应事件？
9.get与post最主要的区别是什么？设计一个接口，处于什么判断来决定是get还是post？content-type是什么？
10.了解什么是简单请求与非简单请求吗？预检请求呢？
11.es6如何被翻译es5的，因为有些浏览器并不支持？babel大致的转换的原理？
12.如何处理频繁点击发起多个请求？
13.z-index生效的条件？
14.三栏布局？两边固定宽度，中间自适应
15.css兼容性处理的办法？有木有工程化工具自动处理前缀的问题？postcss
16.BEM?CSS命名规范？
17.状态码什么意思？
18.webpack的plugin大概是什么样的原理呀？
19.有使用过node吗？node如何读写文件的？异步还是同步的？
20.如何自动执行一个特定的字符串的命令？npx是做什么的？Semver?
21.实现一个下拉菜单？
22.实现数组扁平化？
23.实现将驼峰命名fooGetName转换为foo-get-name
24.给一个硬币和一些直尺，如何量出他的周长？
25.现在面试了哪些公司？进度如何？
1.怎么学习前端的？
2.看的书除了一些红宝书啥的，还有别的方向的吗？比如性能优化？
3.简单的说一下有哪些常见的数据结构？
4.编译型语言跟解释型语言有什么区别？解释的过程？
5.UDP与TCP的区别？
6.项目中的跨域？简单请求？
7.讲了下实习的业务
8.项目webpack中的分包，归类的原则？
9.package.json了解吗？有什么常用的包吗？（说了两个moment，lodash）这两个库很大，全都引入了吗？你没做点优化？
10.了解monorepo是解决什么问题吗？
11.前端安全？（XSS和CSRF）
12.写一个lodash里面的isEqual方法
面试官都超棒的！！！
许愿！！！
1.实习的时候怎么没有考虑投成都字节的实习要来北京呢？
2.考虑工作会考虑离家近吗？
3.实习期间遇到的困难与收获？
4.在选择互联网行业有取舍吗？会侧重关注哪些方面？
5.同学同事对个人的评价？自己的不足？
6.常用的学习方法与学习路径？
面试官好温柔呀！！！
美团的面试体验超棒！！！
许愿美团！！！
前端开发岗
美团面试

ㅤ普通",
【美团】前端岗-到店餐饮部门二面面经,"真是问题太多了，我都没机会喘气，一个接着一个
面试官介绍到店餐饮，base
自我介绍
实习经历，收获心得，成长
为什么学习前端，学习路线，如何学习
觉得前端的前景，未来的发展
个人发展
为什么会出现vue，react这些框架，对比原生有什么优势
OSI七层模型
http协议在哪一层，tcp协议在哪一层
tcp和udp的区别
tcp是如何保证可靠传输的
tcp三次握手四次挥手
http2.0和http1.0
http和https区别
http协议是建立在什么协议上的
http常见的状态码
从浏览器输入一个网址，到整个页面展示出来经历了哪些过程
浏览器缓存，cookie，localStorage，sessionStorage区别
cookie有没有默认过期时间
跨域
聊了一下vue和原生的区别，各方面包括虚拟dom，双向绑定、组件复用、路由等等
Vue双向绑定的原理
CSS盒模型
编码
数组拉平
字符串翻转，一句英文话 整体单词顺序翻转，每个单词的字母顺序不变
实现两列布局，左列固定宽度，右列宽度自适应。（请给出 flex 的实现方案 和 一种非 flex 的实现方案、
自我介绍
求职地点意向
闭包
设计模式
css定位
css定位&z-index
正则表达式 数字字母下划线组成的字符串
css animate
盒模型
dom操作编程题
资源缓存策略
构建工具 webpack
git操作 git revert 和 git reset区别（不知道
合并多个commit咋操作
编程题-找出数组中重复出现过的元素
对任职公司看重的点
晚上九点左右已收到hr面邀请
部门是到店餐饮
前端开发岗
美团面试

ㅤ普通",
【美团】前端岗-金融部门实习,"问项目经历（前端如何获取数据？）、实习经历
怎么学习前端？为什么学前端？学了多长时间？学到什么程度了？做过什么demo吗？
给你五天时间，如何学一个全新的框架？
给你五天时间，你如何做好前期准备？
了解BFC吗？如何实现？除了清除浮动还能干什么？（两个盒子之间的间距）
盒子水平垂直居中的方法
清除浮动的方法
用css画扇形
js基本数据类型，引用数据类型，如何进行赋值？
了解原型链吗？
闭包，有什么缺点？
说一下同步和异步？
说出异步输出结果（1,2,3,4,5,6,7,8,9）
说一下promise，了解promise.all()吗，手写
浅拷贝、深拷贝
说一下this指向问题，改变this指向的方法，有什么区别？手写call()
new一个对象的过程
get和post的区别
输入url后的过程，说一下DNS解析的过程，浏览器是如何解析渲染返回来的数据的？（dom树，css树，render）
说一下跨域、同源政策、跨域的几种方法、jsonp过程
说一下浏览器缓存
数组扁平化
感觉一面和二面的风格贼不一样，难度也….唉…..被吊打…不要脸地许个三面愿吧！
1.介绍项目，用到了哪些技术栈？vue2.0 vuex?vue-router?
2.Vue如何实现数据的响应式处理的？
3.有了解vue3.0吗？与vue2.0的区别？
4.Object.defineProperty()与proxy的区别？
5.一个对象的内部属性的变化也能通过内部监听到吗？如果是新增属性呢？
6.Proxy可以支持所有浏览器？编译构建时都可以polifly吗？怎么识别？
7.Es,js的编译过程？
8.bable, wackpack?说一下webpack，有使用吗？那你们项目是通过vue-cli吗？说一下vue-cli和webpack的区别？
9.Vue.nextTick 如何实现的？实现场景？
10.Vue-router什么时候需要路由框架？hash和history?你们使用的是哪种路由模式？
11.所有的vue应用都是单页面的吗？SPA的优势？为什么第一次加载耗时多？
12.可以根据后续加载的情况请求SPA文件？不是很懂…..
13.异步输出情况
14.Cookie, LocalStorage的区别？使用场景？分别放什么样的数据？
15.专业是？学前端多久了？看了哪些书？
16.设计一个组件？输入提示，输入框中输入一些内容会发给后端，然后后端根据你输入的内容返回用户可能要输入的提示列表？如何去收集用户输入的内容？监听哪些事件？复制粘贴过去也要监听到？如何避免高频度的输入？防抖和节流的区别？
17.收到了用户的输入，服务端延迟处理了，然后服务端收到了下一个请求，返回了下一个的响应，之后又返回了延迟处理的那个响应，如何避免这种情况？
18.之前项目有前后端交互吗？axios和XMLHttpRequest的区别？axios内部原理，是用XMLHttpRequest来实现的吗？数据格式标准规范：JSON-RPC，RESTFUL，GraphQL这些数据通信规范有了解过？区别，实现场景？
19.了解过React吗？TypeScript？
20.前端工程化？
21.学习前端是看书还是跟视频？
22.学习过程中遇到的问题？宏观的，体系性的
23.有在面其他的公司吗？有拿到offer吗？
24.对地点的要求？
25.反问
前端开发岗
美团面试

ㅤ普通",
【美团】前端岗-优选一二面，校招,"楼主前天和昨天进行了美团优选的前端的一二面，今天HR面 ?，发出来题目给大家看下，记得可能不是很清楚，大家尽量看，有什么不明白的大家可以评论区留言，
尽量为大家解答
1h20min 面试官比较严肃，但是也是人蛮好的一个哥哥?
1.自我介绍，然后进行了一个项目的简要问答，主要问了一下项目难点
2.手撕代码
将2个有序数组合并到其中一个数组，并且也是有序数组。
a = [1,3,5]
b = [2,4,6]
最终输出a = [1,2,3,4,5,6]
不使用concat和sort，直接修改原数组。
如果没有思路，可以先返回一个新的数组。然后再优化。
楼主刚开始开了一个新数组arr来作为答案，写完之后，面试官让我重新读题，然后发现了要把两个数组合并到其中一个数组
3.JavaScript基本数据类型，除了基本六种之外，楼主还说了新加的bigint类型，然后面试官追问是可以表达什么数量级，我说2^53-1大的数，继续追问说为什么只能表达这么大的数，那更大就是
Infinity是吗，我说，我的理解应该是这样，然后换了个方向，问，那不用bigint，我们的大数加法可以操作吗？ 可以的，可以使用设置进位进行加法
4.typeof undefined 返回什么，返回undefined，，，面：就是undefined类型吗？我：不是，是string类型
typeof null呢
5.null==undefined 和 null ==== undefined  分别输出什么，然后你们实际开发中用三等还是双等（双等，不是很严谨）
6.怎么判别数组数据类型，instanceof和 tostring.call两种方法，，还有其他的吗，我就了解了这两个
7.箭头函数this的指向原理（这个真的没了解，小声BB）
8.说一下this指向的问题，老生常谈了
9.promise了解多少，说了一下promise用处，然后有一些方法，途中，我说我开发不常用promise，然后面试官一直很好奇我们是怎么请求数据的，然后我也忘记了，面试官一直纠结了好几分钟这件事
，充满了疑惑，面试完我才发现，我们用的是普通回调法??
10.css选择器优先级，!important 内联 id 类 标签 子选择器 后代选择器 伪类
那属性选择器在哪里，，emmm不是很常用，这个我也忘了
11.css postiion属性都有哪些值，这些值是干啥用的
12.css如何开启BFC
13.说个this指向吧
14.let，var还有const区别，然后块级作用域和函数作用域的区别
怎么用var和settimeout在for循环每秒输出一个数字0-4；
15.闭包的方法
大概全程就是这么多，面试体验蛮好的，面试官会引导，然后也会跟你讨论问题
反问：您通过这次面试，感觉哪些地方需要加强吗，
需要基础的一个加强，其他的还是ok的
一面结束十分钟就收到了二面通知
二面面试官是个非常好的大哥，跟我一直讨论问题
1.自我介绍
2.项目介绍，聊一聊你当项目组长的心得
3.为什么走上前端这条路了
4.手撕代码：给定一个矩阵：反对角线输出元素
5.说一下未来职业规划吧
6.说一下在处理小组矛盾有什么方法吧
反问：您觉得还有什么需要提高的地方吗？
你再去看看那些设计模式啥的（mvvm给讲错了，尴尬），再去理解一下
然后就结束啦
面完五分钟收到了HR面通知
就是这样，三天美团三个面试就走完了，大家加油嗷
前端开发岗
美团面试

ㅤ普通",
